Strike,Call Gamma,Call Open Interest,Call Gamma Exposure,Put Gamma,Put Open Interest,Put Gamma Exposure,Net Gamma Exposure,Absolute Gamma Exposure,Aggregated Call Exposure,Aggregated Put Exposure,Gamma Exposure Profile
23875,0.0003,0.0000,0.0000,0.0003,45.0000,-2892527.5663,-2892527.5663,2892527.5663,,-1129504818.2810137,-3392665841.5065
23900,0.0020,2.0000,168484.8115,0.0020,206.0000,-11667880.6487,-11499395.8372,11836365.4602,426733511.21562433,-15850691851.612162,-3488488644.9416
23925,0.0005,0.0000,0.0000,0.0003,11.0000,-1057026.9742,-1057026.9742,1057026.9742,,-304817474.5498464,-3570417127.8873
23950,0.0023,0.0000,0.0000,0.0021,121.0000,-11816688.4019,-11816688.4019,11816688.4019,,-3821759183.4628973,-3635671530.5054
23975,0.0003,0.0000,0.0000,0.0003,27.0000,-3231956.8216,-3231956.8216,3231956.8216,,-800803343.8586624,-3682081587.0089
24000,0.0021,26.0000,2037805.3475,0.0022,995.0000,-51912384.0844,-49874578.7369,53950189.431899995,1330599069.7965767,-105042454512.54482,-3708260609.3835
24025,0.0003,0.0000,0.0000,0.0003,27.0000,-2061171.8542,-2061171.8542,2061171.8542,,-1111282279.6434584,-3713722530.7704
24050,0.0022,4.0000,752647.4790,0.0023,50.0000,-5920334.9083,-5167687.4293,6672982.3873000005,173041592.4135214,-2133855107.548416,-3698928445.2354
24075,0.0003,0.0000,0.0000,0.0004,123.0000,-7266368.6759,-7266368.6759,7266368.6759,,-3628769063.5378184,-3665256840.7100
24100,0.0023,11.0000,1668860.5049,0.0024,251.0000,-27316676.1495,-25647815.6446,28985536.654400002,688439985.2782569,-16991085030.261242,-3614900090.6658
24125,0.0003,1.0000,183242.6052,0.0004,20.0000,-2162016.7779,-1978774.1727,2345259.3831,35032380.19201028,-708483462.7201303,-3550697660.7689
24150,0.0024,2.0000,399075.3381,0.0025,57.0000,-8860825.3042,-8461749.9661,9259900.642299999,105558024.78112292,-2244226676.6633654,-3475922829.9269
24175,0.0003,2.0000,381243.0041,0.0004,28.0000,-3008130.2837,-2626887.2796,3389373.2878,71928973.30693887,-1021673678.3702133,-3394043746.5605
24200,0.0027,15.0000,1934500.7916,0.0027,246.0000,-29521736.4923,-27587235.7007,31456237.2839,1231435406.096301,-19835108238.843544,-3308480973.4209
24225,0.0003,0.0000,0.0000,0.0005,40.0000,-6383360.6858,-6383360.6858,6383360.6858,,-1552387242.2257504,-3222382385.1343
24250,0.0027,1.0000,0.0000,0.0028,50.0000,-9074198.4049,-9074198.4049,9074198.4049,42327795.15818446,-2690966600.5989184,-3138432818.3695
24275,0.0003,1.0000,205379.2957,0.0006,36.0000,-5595048.5387,-5389669.243000001,5800427.8344,37708963.639599316,-1576519030.838826,-3058710942.3169
24300,0.0035,14.0000,2599831.3245,0.0035,89.0000,-17821265.7159,-15221434.3914,20421097.0404,1331527016.2682073,-7275332957.317778,-2984600234.2862
24325,0.0003,4.0000,212143.2845,0.0006,32.0000,-5917875.2760,-5705731.9915,6130018.5605,188360176.1598076,-1506881409.2784607,-2916755489.9455
24350,0.0034,4.0000,528820.9411,0.0037,52.0000,-11757657.2270,-11228836.2859,12286478.1681,225722973.20300353,-2608559294.9982047,-2855121590.5402
24375,0.0004,1.0000,12298.1614,0.0007,32.0000,-7370288.1399,-7357989.9785,7382586.3012999995,54912715.145419486,-1592203233.1342022,-2798997682.4414
24380,0.0011,0.0000,0.0000,0.0011,2.0000,-686237.4073,-686237.4073,686237.4073,,-105135345.22426146,-2788332679.2532
24390,0.0011,0.0000,0.0000,0.0011,0.0000,0.0000,0,0,,,-2767468773.6595
24400,0.0044,31.0000,7398573.9112,0.0045,297.0000,-91516153.3101,-84117579.3989,98914727.2213,4310475738.226358,-21990850265.062035,-2747137643.6173
24410,0.0012,0.0000,0.0000,0.0012,0.0000,0.0000,0,0,,,-2727225463.5286
24420,0.0012,0.0000,0.0000,0.0012,0.0000,0.0000,0,0,,,-2707611312.6274
24425,0.0014,115.0000,26950805.8472,0.0015,197.0000,-63227922.4083,-36277116.5611,90178728.25549999,6795547577.589146,-11666774065.459686,-2697876646.1441
24430,0.0012,0.0000,0.0000,0.0012,0.0000,0.0000,0,0,,,-2688168703.2809
24440,0.0012,0.0000,0.0000,0.0012,0.0000,0.0000,0,0,,,-2668767118.8511
24450,0.0049,14.0000,3395522.3685,0.0049,114.0000,-38329679.7024,-34934157.3339,41725202.0709,909681239.7889346,-6804058565.012956,-2649273547.0396
24460,0.0013,0.0000,0.0000,0.0013,0.0000,0.0000,0,0,,,-2629553995.3818
24470,0.0013,0.0000,0.0000,0.0013,0.0000,0.0000,0,0,,,-2609474976.3110
24475,0.0017,17.0000,7332778.7476,0.0018,94.0000,-33544465.0933,-26211686.3457,40877243.840900004,978130975.6884105,-5027439129.009586,-2599259445.7963
24480,0.0014,0.0000,0.0000,0.0013,0.0000,0.0000,0,0,,,-2588904949.9350
24490,0.0014,0.0000,0.0000,0.0014,0.0000,0.0000,0,0,,,-2567715713.3801
24500,0.0053,147.0000,48298569.3507,0.0053,363.0000,-130147752.8754,-81849183.52470002,178446322.2261,39315151466.41397,-37520893379.67007,-2545783726.2256
24510,0.0014,0.0000,0.0000,0.0014,0.0000,0.0000,0,0,,,-2522991362.1982
24520,0.0015,0.0000,0.0000,0.0015,0.0000,0.0000,0,0,,,-2499228077.9128
24525,0.0020,12.0000,5571682.0320,0.0021,40.0000,-18969913.9927,-13398231.9607,24541596.0247,1480369184.7224154,-3172600641.3274765,-2486949999.6865
24530,0.0015,0.0000,0.0000,0.0015,1.0000,-512833.3313,-512833.3313,512833.3313,,-61151956.99991725,-2474391490.0423
24540,0.0015,0.0000,0.0000,0.0015,2.0000,-1051492.8015,-1051492.8015,1051492.8015,,-123261328.63224344,-2448388352.8933
24550,0.0058,13.0000,5408731.3932,0.0058,113.0000,-57066543.5362,-51657812.143,62475274.929400004,779538497.1571718,-7217279279.373614,-2421135428.9604
24560,0.0016,0.0000,0.0000,0.0016,0.0000,0.0000,0,0,,,-2392560245.6521
24570,0.0016,0.0000,0.0000,0.0016,0.0000,0.0000,0,0,,,-2362601732.0362
24575,0.0023,14.0000,7375207.4045,0.0024,45.0000,-27856565.4359,-20481358.0314,35231772.840399995,1158510131.3510141,-3192901502.566032,-2347087887.8210
24580,0.0017,0.0000,0.0000,0.0016,1.0000,-573094.3222,-573094.3222,573094.3222,,-63400510.5583797,-2331210730.1625
24590,0.0017,0.0000,0.0000,0.0016,2.0000,-1162176.2543,-1162176.2543,1162176.2543,,-127610373.14514154,-2298350376.2944
24600,0.0063,59.0000,34014869.7677,0.0062,365.0000,-196239302.1708,-162224432.4031,230254171.9385,7499429530.386381,-25111414134.970337,-2263996348.2355
24610,0.0017,0.0000,0.0000,0.0017,0.0000,0.0000,0,0,,,-2228136975.8801
24620,0.0018,0.0000,0.0000,0.0017,3.0000,-1866860.9038,-1866860.9038,1866860.9038,,-194772957.26769686,-2190773213.1516
24625,0.0028,12.0000,7784736.1798,0.0027,59.0000,-39839279.0169,-32054542.837100003,47624015.19670001,808688816.6673832,-4104723945.8853984,-2171530897.0430
24630,0.0018,0.0000,0.0000,0.0017,0.0000,0.0000,0,0,,,-2151918470.6231
24640,0.0018,0.0000,0.0000,0.0018,1.0000,-640734.2101,-640734.2101,640734.2101,,-65589157.56747735,-2111598309.3418
24650,0.0069,25.0000,12816528.9254,0.0067,87.0000,-48954676.2625,-36138147.3371,61771205.18790001,2654542607.1440673,-6230428743.630316,-2069849997.6825
24660,0.0018,0.0000,0.0000,0.0018,0.0000,0.0000,0,0,,,-2026721934.4386
24670,0.0019,0.0000,0.0000,0.0018,1.0000,-673324.3378,-673324.3378,673324.3378,,-66460938.689539395,-1982272942.7906
24675,0.0032,16.0000,12986858.4611,0.0031,62.0000,-48617706.6396,-35630848.1785,61604565.100700006,1092030305.1542227,-4303274320.87373,-1959574129.8586
24680,0.0019,0.0000,0.0000,0.0019,7.0000,-4838096.7032,-4838096.7032,4838096.7032,,-467022389.8933368,-1936571441.2565
24690,0.0020,0.0000,0.0000,0.0019,3.0000,-2079004.1883,-2079004.1883,2079004.1883,,-200870396.96446943,-1889694499.1970
24700,0.0074,95.0000,68899219.5479,0.0072,369.0000,-287036627.9458,-218137408.3979,355935847.4937,8564893194.487487,-28081552218.756214,-1841726785.8936
24710,0.0020,0.0000,0.0000,0.0019,1.0000,-712678.4544,-712678.4544,712678.4544,,-67383320.68517464,-1792759423.6000
24720,0.0020,1.0000,749572.9386,0.0020,2.0000,-1451183.0477,-701610.1091,2200755.9863,67570346.06407352,-135140692.12814704,-1742888756.2653
24725,0.0035,20.0000,13551344.0704,0.0034,86.0000,-66400233.1470,-52848889.0766,79951577.2174,1245142419.4962337,-5913276747.920593,-1717645899.1472
24730,0.0021,1.0000,779703.4341,0.0020,3.0000,-2191532.3653,-1411828.9312000002,2971235.7994,67739776.01264574,-203219328.03793722,-1692215046.7930
24740,0.0021,1.0000,761256.1920,0.0020,1.0000,-738504.5934,22751.598600000027,1499760.7854,67891542.73251502,-67891542.73251502,-1640841116.7108
24750,0.0078,62.0000,49349447.2442,0.0075,156.0000,-94949185.0709,-45599737.826699995,144298632.31509998,4717392578.841456,-10108050963.55581,-1588870942.9478
24760,0.0021,0.0000,0.0000,0.0021,0.0000,0.0000,0,0,,,-1536408227.0174
24770,0.0021,0.0000,0.0000,0.0021,0.0000,0.0000,0,0,,,-1483554952.2736
24775,0.0038,32.0000,26455189.9419,0.0036,77.0000,-64461427.9989,-38006238.057,90916617.9408,2956744741.083389,-5862518074.513478,-1457012900.9008
24780,0.0021,0.0000,0.0000,0.0021,2.0000,-1545878.8907,-1545878.8907,1545878.8907,,-136641797.7717547,-1430409945.0165
24790,0.0022,0.0000,0.0000,0.0021,4.0000,-3128652.2656,-3128652.2656,3128652.2656,,-273534419.1308746,-1377067455.0732
24800,0.0081,319.0000,267821365.6328,0.0078,738.0000,-350660551.1519,-82839185.51909998,618481916.7847,25013870813.393906,-51387120507.77339,-1323615771.0616
24810,0.0022,0.0000,0.0000,0.0021,3.0000,-2414743.9951,-2414743.9951,2414743.9951,,-205365797.61314195,-1270135884.8714
24820,0.0022,0.0000,0.0000,0.0021,3.0000,-2423967.6162,-2423967.6162,2423967.6162,,-205392580.45723572,-1216700218.9806
24825,0.0039,38.0000,36609166.9196,0.0038,55.0000,-48166979.0235,-11557812.1039,84776145.9431,18700238481.89662,-3986929510.2014713,-1190018961.0807
24830,0.0022,4.0000,3268851.3058,0.0021,4.0000,-3165546.7499,103304.55590000004,6434398.0557,273820715.3493963,-273820715.3493963,-1163371429.0916
24840,0.0022,3.0000,2471930.4457,0.0021,10.0000,-7944612.2783,-5472681.8326,10416542.724,205284676.65353242,-684282255.5117754,-1110201293.2528
24850,0.0082,39.0000,29529115.3892,0.0080,108.0000,-83526652.7426,-53997537.35339999,113055768.1318,3279139880.4448175,-7825662145.637609,-1057229697.1695
24860,0.0023,4.0000,3411509.9783,0.0022,2.0000,-1612288.9624,1799221.0159,5023798.9407,273282220.7642332,-136641110.3821166,-1004483723.8424
24870,0.0022,1.0000,827666.2637,0.0022,0.0000,0.0000,827666.2637,827666.2637,68239884.24947083,,-951976854.0647
24875,0.0039,58.0000,46930398.8926,0.0038,36.0000,-25352659.7704,21577739.1222,72283058.663,3707556116.9501038,-2222288332.563083,-925813405.7091
24880,0.0022,3.0000,2449793.7552,0.0022,0.0000,0.0000,2449793.7552,2449793.7552,204424103.83484674,,-899708282.7041
24890,0.0023,0.0000,0.0000,0.0021,0.0000,0.0000,0,0,,,-847662354.1509
24900,0.0081,410.0000,444693523.1970,0.0079,181.0000,-138482831.7789,306210691.4181,583176354.9759,31651106894.331562,-15866417803.094816,-795808118.8951
24910,0.0022,2.0000,1627046.7561,0.0021,1.0000,-785852.5148,841194.2413000001,2412899.2709,135478506.8529926,-67739253.4264963,-744099011.9308
24920,0.0022,4.0000,3231956.8216,0.0021,0.0000,0.0000,3231956.8216,3231956.8216,270279662.95366323,,-692472652.6539
24925,0.0036,40.0000,39865105.1559,0.0035,42.0000,-37921380.7432,1943724.4127000049,77786485.8991,3111390026.6839776,-3398465097.626752,-666666662.8165
24930,0.0022,2.0000,1602450.4332,0.0021,0.0000,0.0000,1602450.4332,1602450.4332,134766137.72147974,,-640850765.1279
24940,0.0022,0.0000,0.0000,0.0021,4.0000,-3054863.2971,-3054863.2971,3054863.2971,,-268715265.79777616,-589139217.0968
24950,0.0077,86.0000,49982187.6493,0.0076,72.0000,-44221728.8395,5760458.809799999,94203916.4888,6045373125.963389,-5676146324.06608,-537228175.9256
24960,0.0021,1.0000,772939.4453,0.0021,0.0000,0.0000,772939.4453,772939.4453,66718580.68541146,,-484992379.7666
24970,0.0021,0.0000,0.0000,0.0021,0.0000,0.0000,0,0,,,-432291522.6652
24975,0.0031,69.0000,45691359.1293,0.0030,45.0000,-23951899.1845,21739459.944799997,69643258.3138,4819323402.49421,-3014909284.6483226,-405718857.3681
24980,0.0021,1.0000,744038.7660,0.0019,1.0000,-659796.3603,84242.4057,1403835.1263,66190333.6225609,-66190333.6225609,-378970753.0197
24990,0.0021,0.0000,0.0000,0.0019,1.0000,-649342.9231,-649342.9231,649342.9231,,-65901129.14246666,-324861285.7520
25000,0.0071,419.0000,247830704.2421,0.0063,599.0000,-193867601.7406,53963102.50150001,441698305.9827,49128142781.57783,-63942536508.81488,-269781129.6815
25010,0.0020,4.0000,2762167.0553,0.0020,2.0000,-1425356.9088,1336810.1465,4187523.9641000004,261094243.2109589,-130547121.60547945,-213535932.8608
25020,0.0020,9.0000,6043316.5225,0.0019,8.0000,-5386594.7026,656721.8198999995,11429911.2251,584420894.7858758,-519485239.8096675,-155919949.9478
25025,0.0024,64.0000,32411804.4264,0.0028,48.0000,-30519117.3836,1892687.042799998,62930921.81,4144627562.906777,-3176060277.6550765,-126530769.6066
25030,0.0019,1.0000,641349.1181,0.0018,1.0000,-618597.5195,22751.59859999991,1259946.6376,64582006.63908668,-64582006.63908668,-96717136.9721
25040,0.0019,0.0000,0.0000,0.0018,2.0000,-1259331.7296,-1259331.7296,1259331.7296,,-128425791.08459426,-35702380.0113
25050,0.0065,100.0000,45748545.5800,0.0061,76.0000,-27071942.7372,18676602.8428,72820488.3172,6558889909.768686,-4697454720.911976,27357134.7771
25060,0.0018,0.0000,0.0000,0.0017,0.0000,0.0000,0,0,,,92700401.7116
25070,0.0017,0.0000,0.0000,0.0017,1.0000,-555261.9882,-555261.9882,555261.9882,,-63015904.19302796,160570918.4832
25075,0.0019,40.0000,15974081.8704,0.0021,53.0000,-19953151.9983,-3979070.1279000007,35927233.8687,2596045390.4721713,-2929003666.5935345,195530770.0143
25080,0.0017,8.0000,4255163.8518,0.0017,0.0000,0.0000,4255163.8518,4255163.8518,500705359.6532549,,231214843.4579
25090,0.0016,0.0000,0.0000,0.0016,0.0000,0.0000,0,0,,,304878980.3492
25100,0.0059,157.0000,54059643.0686,0.0055,152.0000,-40417292.6037,13642350.464900002,94476935.6723,13399667094.673206,-14146064213.184618,381808584.7620
25110,0.0015,0.0000,0.0000,0.0015,0.0000,0.0000,0,0,,,462244989.3445
25120,0.0015,2.0000,864560.7479,0.0015,0.0000,0.0000,864560.7479,864560.7479,121488142.4206352,,546423047.2196
25125,0.0015,192.0000,40856951.8745,0.0012,179.0000,-7940922.8299,32916029.0446,48797874.7044,17266218013.904133,-16336573841.795809,589986146.4899
25130,0.0013,0.0000,0.0000,0.0014,0.0000,0.0000,0,0,,,634568397.0210
25140,0.0013,5.0000,1777084.3254,0.0014,1.0000,-390466.6251,1386617.7003,2167550.9505,298742117.18303293,-59748423.43660663,726894557.1806
25150,0.0054,86.0000,26935433.1454,0.0059,84.0000,-32958457.7016,-6023024.556200001,59893890.847,5470793349.246305,-4770485814.832854,823599862.0677
25160,0.0012,0.0000,0.0000,0.0013,0.0000,0.0000,0,0,,,924864258.0600
25170,0.0012,5.0000,1595686.4444,0.0012,0.0000,0.0000,1595686.4444,1595686.4444,290871372.3944097,,1030845983.5381
25175,0.0012,56.0000,11990707.3860,0.0010,25.0000,-3201211.4180,8789495.968,15191918.804,3349822774.082534,-1553573225.7906983,1085648521.5679
25180,0.0011,3.0000,892846.5192,0.0012,0.0000,0.0000,892846.5192,892846.5192,172890770.6861674,,1141678162.9785
25190,0.0011,0.0000,0.0000,0.0012,0.0000,0.0000,0,0,,,1257465351.6372
25200,0.0050,456.0000,123590988.1136,0.0048,302.0000,-80330360.5892,43260627.524399996,203921348.7028,32567543968.641308,-25014356136.789112,1378280073.5509
25210,0.0010,2.0000,462410.8694,0.0011,0.0000,0.0000,462410.8694,462410.8694,111897210.62686668,,1504159401.5706
25225,0.0006,35.0000,4404586.5131,0.0004,24.0000,-1652872.8951,2751713.618,6057459.4082,2118288870.7293365,-1356154723.4107766,1702459420.3700
25250,0.0043,83.0000,14822359.0533,0.0043,39.0000,-7167368.4765,7654990.576800001,21989727.5298,4512171381.543778,-2885942508.006224,2057642166.2886
25275,0.0006,34.0000,3213509.5794,0.0004,12.0000,-1079778.5728,2133731.0066,4293288.1522,1808890280.2674732,-620656925.5136656,2441487498.6278
25300,0.0036,130.0000,16940102.4501,0.0034,56.0000,-11741669.6172,5198432.832900001,28681772.0673,16197465766.785307,-10139606659.255661,2849648832.6705
25325,0.0005,89.0000,6481131.0691,0.0004,12.0000,-1050262.9854,5430868.0837,7531394.0545,4411434628.191176,-550960604.1577805,3275681719.5202
25350,0.0034,40.0000,5968912.6459,0.0033,33.0000,-4336946.6253,1631966.0205999995,10305859.271200001,1609893715.0106404,-1803122657.445435,3711103525.2172
25375,0.0005,42.0000,2842720.0126,0.0004,58.0000,-10123846.4822,-7281126.4696,12966566.494800001,4021108188.9793177,-2535698208.507117,4145628120.8408
25400,0.0031,138.0000,26228903.7717,0.0033,138.0000,-25770797.2588,458106.5128999986,51999701.030499995,15517114908.597462,-14708468298.998463,4567581944.4818
25425,0.0005,52.0000,9735224.5813,0.0004,15.0000,-485777.3761,9249447.2052,10221001.9574,2088535788.816793,-620978686.689749,4964487095.4557
25450,0.0029,60.0000,10651437.6072,0.0032,50.0000,-9421006.5569,1230431.0503000002,20072444.1641,2638011959.3263817,-2323356618.042792,5323775320.5160
25475,0.0004,41.0000,2373545.1544,0.0005,77.0000,-14221593.8678,-11848048.713399999,16595139.0222,1571649634.6690676,-3108239059.2543077,5633577107.3555
25500,0.0027,261.0000,28844107.7980,0.0025,134.0000,-14824203.7775,14019904.0205,43668311.5755,29455075696.05609,-16707112353.303282,5883515856.8680
25525,0.0004,52.0000,3515429.4423,0.0005,61.0000,-5443166.2452,-1927736.8028999995,8958595.6875,2690669234.6458483,-3342808627.711073,6065430901.5648
25550,0.0025,3974.0000,138671608.5567,0.0021,22.0000,-1333735.6062,137337872.95049998,140005344.1629,129354841571.18155,-3059167258.885104,6173956485.1599
25575,0.0004,76.0000,4203511.5739,0.0004,56.0000,-4019039.1526,184472.42130000005,8222550.726500001,4035262108.8755546,-3523421682.1444097,6206896765.0938
25600,0.0022,215.0000,20029400.5991,0.0025,125.0000,-3159397.6692,16870002.9299,23188798.2683,15703993211.138533,-10663501706.210327,6165357953.4231
25625,0.0003,30.0000,1228586.3260,0.0004,8.0000,-881163.2659,347423.0600999999,2109749.5919,1992842868.7754533,-1421593340.6330206,6053625052.4947
25650,0.0020,321.0000,10939214.5844,0.0024,27.0000,-4328337.9123,6610876.6721,15267552.4967,11498425793.232769,-2563977611.2628126,5878798586.9299
25675,0.0003,25.0000,1599990.8009,0.0005,25.0000,-3836411.4554,-2236420.6545,5436402.2563,3937261597.863814,-3822304854.9759912,5650232361.4391
25700,0.0018,192.0000,17366233.7433,0.0019,65.0000,-10770729.7730,6595503.970299998,28136963.5163,11496234562.538412,-8226791911.564309,5378833089.0160
25725,0.0003,44.0000,2887608.3018,0.0005,38.0000,-6142931.6300,-3255323.3282,9030539.9318,3198190765.8471866,-3729054598.34399,5076294237.0813
25750,0.0016,111.0000,6181670.8385,0.0016,64.0000,-9971349.2806,-3789678.4421000006,16153020.1191,7257623653.0832615,-7533769839.740172,4754338499.5522
25775,0.0002,41.0000,1672549.9533,0.0002,23.0000,-1615363.5027,57186.450599999866,3287913.4560000002,2232794885.822482,-1345643224.601557,4424036268.4771
25800,0.0014,232.0000,7825935.0206,0.0011,188.0000,-8308637.8564,-482702.83579999954,16134572.877,13841442891.720858,-7133286326.561343,4095253018.7156
25825,0.0002,273.0000,7425014.9582,0.0002,9.0000,-705914.4656,6719100.4926,8130929.4238,9356058079.048807,-2067269325.0242958,3776259247.3880
25850,0.0012,136.0000,3086838.5168,0.0008,28.0000,0.0000,3086838.5168,3086838.5168,5846681569.798591,-4897266506.134561,3473515580.1998
25875,0.0002,19.0000,766175.4566,0.0001,23.0000,-565715.4254,200460.03120000008,1331890.882,1961187346.9479895,-1927934888.4095857,3191625833.0268
25900,0.0011,369.0000,11821607.6664,0.0004,76.0000,0.0000,11821607.6664,11821607.6664,16398309956.804134,-7225382147.217853,2933434619.4319
25925,0.0002,28.0000,1334350.5142,0.0001,6.0000,-343118.7037,991231.8105000001,1677469.2179,3777116525.259794,-3149109158.8030057,2700235094.8621
25950,0.0010,85.0000,4559543.3470,0.0003,22.0000,-493771.1811,4065772.1659,5053314.5281,3598943235.1508603,-1958577414.8909268,2492047228.7661
25975,0.0001,37.0000,1216903.0727,0.0000,9.0000,0.0000,1216903.0727,1216903.0727,1830569532.0368521,-917091493.0989755,2307927288.1391
26000,0.0009,724.0000,34244230.4782,0.0001,222.0000,0.0000,34244230.4782,34244230.4782,38593077848.91187,-14822617244.763485,2146273978.2318
26025,0.0001,44.0000,1291306.9493,0.0000,5.0000,0.0000,1291306.9493,1291306.9493,1608511098.0751054,-402442615.5606532,2005104463.6428
Downloaded from Barchart.com as of 2/20/2026, 1:14:38 AM
