Strike,Call Gamma,Call Open Interest,Call Gamma Exposure,Put Gamma,Put Open Interest,Put Gamma Exposure,Net Gamma Exposure,Absolute Gamma Exposure,Aggregated Call Exposure,Aggregated Put Exposure,Gamma Exposure Profile
24630,0.0010,0.0000,0.0000,0.0010,9.0000,-5650390.2651,-5650390.2651,5650390.2651,,,-960208893.6108
24640,0.0011,0.0000,0.0000,0.0010,0.0000,0.0000,0,0,,0,-872315113.1991
24650,0.0026,3.0000,2717278.7661,0.0025,37.0000,-27871323.2296,-25154044.4635,30588601.9957,407118933.3594155,-4443567441.130743,-780450794.4898
24660,0.0011,4.0000,2614589.1182,0.0011,7.0000,-4670226.7998,-2055637.6816000002,7284815.918,,,-684698367.7404
24670,0.0011,2.0000,1347878.4918,0.0011,7.0000,-4713270.3648,-3365391.8729999997,6061148.8566,,-465226570.82677585,-585166052.7898
24675,0.0027,0.0000,0.0000,0.0027,64.0000,-59635014.5491,-59635014.5491,59635014.5491,0,-4601133322.859376,-534023302.6402
24680,0.0011,2.0000,1368785.3662,0.0011,9.0000,-6220410.0470,-4851624.6808,7589195.4132,,-600457358.43429,-481987815.9087
24690,0.0012,0.0000,0.0000,0.0011,4.0000,-2772005.5844,-2772005.5844,2772005.5844,,-267827195.9526257,-375323058.8296
24700,0.0029,185.0000,198342287.7739,0.0028,422.0000,-387687855.5598,-189345567.78590003,586030143.3337001,19485597576.634987,-41515164226.65842,-265356038.5812
24710,0.0012,2.0000,1470860.1060,0.0012,29.0000,-20667675.1769,-19196815.0709,22138535.282899998,,-1954116299.870065,-152295020.1532
24720,0.0012,14.0000,10494021.1410,0.0012,14.0000,-10158281.3342,335739.80680000037,20652302.4752,945984844.8970289,-945984844.8970289,-36371167.3612
24725,0.0031,41.0000,43713814.7728,0.0030,110.0000,-110690216.7824,-66976402.0096,154404031.55519998,3186154399.572813,-8273543197.015788,22586152.0790
24730,0.0013,5.0000,3898517.1706,0.0012,15.0000,-10957661.8266,-7059144.656,14856178.997200001,338698880.06322837,-1016096640.1896856,82162819.4839
24740,0.0012,2.0000,1522512.3840,0.0012,6.0000,-4431027.5602,-2908515.1762,5953539.9442,135783085.46503004,-407349256.3950899,203034307.4277
24750,0.0032,70.0000,76818620.5953,0.0031,98.0000,-104145750.1819,-27327129.58659999,180964370.77719998,5816436158.583752,-9229601708.8091,325952561.7068
24760,0.0013,13.0000,10112163.2288,0.0012,19.0000,-14580700.1813,-4468536.952499999,24692863.410099998,,,450610786.4158
24770,0.0013,20.0000,15692453.9738,0.0013,10.0000,-7852376.0676,7840077.9062,23544830.0414,,,576688355.5241
24775,0.0034,30.0000,35753829.7927,0.0032,79.0000,-92908305.1830,-57154475.3903,128662134.97569999,2253158999.067554,-5798140068.579083,640156004.4158
24780,0.0012,7.0000,5350315.1264,0.0013,17.0000,-13139970.5708,-7789655.4444,18490285.6972,,-1161455281.059916,703853212.7349
24790,0.0013,12.0000,9592565.9088,0.0013,9.0000,-7039467.5977,2553098.3111000005,16632033.5065,,-615452443.0444685,831764416.9820
24800,0.0034,126.0000,128724855.5990,0.0033,143.0000,-155659673.8363,-26934818.23729998,284384529.4353,12731759381.429283,-12305909487.922682,960074808.9958
24810,0.0013,23.0000,18937323.8649,0.0013,10.0000,-8049146.6504,10888177.2145,26986470.5153,,-684552658.7104737,1088433773.3434
24820,0.0013,4.0000,3308205.4224,0.0013,3.0000,-2423967.6162,884237.8062,5732173.0386,,-205392580.45723572,1216490069.6550
24825,0.0035,103.0000,127912562.0371,0.0033,58.0000,-71663846.2354,56248715.801699996,199576408.2725,23276463773.401237,-4595886870.303733,1280295490.5706
24830,0.0013,26.0000,21247533.4879,0.0013,11.0000,-8705253.5622,12542279.9257,29952787.0501,1779834649.7710752,-753006967.2108397,1343894706.3692
24840,0.0013,19.0000,15655559.4896,0.0013,17.0000,-13505840.8731,2149718.6165000014,29161400.3627,1300136285.472373,-1163279834.3700194,1470303830.2533
24850,0.0035,134.0000,154032012.1722,0.0033,58.0000,-56304672.4361,97727339.73609999,210336684.6083,11395944295.614607,-6222724782.040958,1595381605.1481
24860,0.0014,5.0000,4264387.4729,0.0013,6.0000,-4836866.8871,-572479.4141999995,9101254.36,341602775.95529145,-409923331.14635,1718803053.8217
24870,0.0013,5.0000,4138331.3183,0.0013,0.0000,0.0000,4138331.3183,4138331.3183,341199421.24735427,,1840256837.4608
24875,0.0035,55.0000,71258621.8166,0.0033,31.0000,-35458673.9186,35799947.897999994,106717295.73519999,4117099591.0536118,-2452290765.451285,1900152955.5389
24880,0.0013,10.0000,8165979.1839,0.0013,8.0000,-6409801.7329,1756177.4509999994,14575780.9168,681413679.4494888,,1959447948.1442
24890,0.0014,34.0000,28537883.5786,0.0013,1.0000,-790771.7794,27747111.799200002,29328655.358,,,2076100290.5901
24900,0.0033,492.0000,565442406.2060,0.0032,53.0000,-51853352.9096,513589053.29639995,617295759.1156,64285960423.57543,-5911560285.59667,2189959130.5174
24910,0.0013,16.0000,13016374.0485,0.0013,3.0000,-2357557.5445,10658816.504,15373931.592999998,1083828054.8239408,-203217760.27948886,2300793388.0701
24920,0.0013,6.0000,4847935.2324,0.0013,1.0000,-779703.4341,4068231.7983,5627638.6665,405419494.4304949,,2408397755.8936
24925,0.0031,98.0000,109227350.4813,0.0030,3.0000,-3267006.5816,105960343.8997,112494357.06289999,7862355325.434909,-305312461.917864,2460932097.4160
24930,0.0013,6.0000,4807351.2997,0.0013,1.0000,-771709.6292,4035641.6705000005,5579060.928900001,404298413.16443884,,2512594622.5982
24940,0.0013,5.0000,3963082.5181,0.0012,3.0000,-2291147.4728,1671935.0452999999,6254229.990900001,,-201536449.34833202,2613235783.4728
24950,0.0029,94.0000,88234388.9348,0.0029,11.0000,-9762895.4445,78471493.4903,97997284.3793,8776551011.874428,-2662273981.950359,2710203921.4140
24960,0.0013,1.0000,772939.4453,0.0012,0.0000,0.0000,772939.4453,772939.4453,66718580.68541146,,2803413842.1002
24975,0.0014,86.0000,72448468.9341,0.0014,2.0000,-1702065.5407,70746403.3934,74150534.4748,6637112638.775061,-416707017.14371276,2936077331.5670
25000,0.0011,372.0000,259855231.5720,0.0005,310.0000,-92832671.4903,167022560.0817,352687903.06229997,41233172769.0007,-26453973301.29716,3138138542.6154
25025,0.0009,182.0000,102624467.6141,0.0012,0.0000,0.0000,102624467.6141,102624467.6141,14563250279.180214,-86048329.98490499,3317303360.7209
25050,0.0007,89.0000,39074948.2846,0.0005,3.0000,-848573.1381,38226375.1465,39923521.422699995,8701487522.569754,-1356901234.3908737,3475789220.6511
25075,0.0006,136.0000,47333163.6791,0.0007,1.0000,-448267.9838,46884895.6953,47781431.6629,10267658633.921541,-174426512.2378177,3617007675.1779
25100,0.0005,242.0000,67558719.9529,0.0000,22.0000,0.0000,67558719.9529,67558719.9529,26580291193.487473,-1863733119.2621338,3745374373.1875
25125,0.0003,76.0000,15281695.3824,0.0000,0.0000,0.0000,15281695.3824,15281695.3824,6284928626.3188095,0,3866037147.5867
25150,0.0003,83.0000,13780089.8728,0.0007,8.0000,-3364776.9649,10415312.9079,17144866.837700002,14158360829.802801,-689501418.5782956,3984527818.3940
25175,0.0002,131.0000,19010497.9254,0.0000,2.0000,0.0000,19010497.9254,19010497.9254,9734432115.008013,-124748712.19741428,4106349790.6556
25200,0.0002,77.0000,10227151.0381,0.0000,34.0000,0.0000,10227151.0381,10227151.0381,25582549983.70472,-2200572080.2420545,4236521216.1392
25225,0.0002,11.0000,1170170.0593,0.0000,0.0000,0.0000,1170170.0593,1170170.0593,802511937.7617023,0,4379101683.8778
25250,0.0001,116.0000,9700789.7293,0.0000,8.0000,0.0000,9700789.7293,9700789.7293,9126875999.73864,-446093447.94150716,4536737984.1474
25275,0.0001,93.0000,7205492.7769,0.0000,0.0000,0.0000,7205492.7769,7205492.7769,4992312486.77582,0,4710270036.1877
Downloaded from Barchart.com as of 2/20/2026, 1:15:27 AM
